"","AGENCY.CODE","LABM.CODE","LABP.CODE","LABMT.CODE","LABM.NAME","LABM.SHORT.NAME","LABM.REF","LABM.MASK","LABM.UNITS","LABM.LOW.VALUE","LABM.HIGH.VALUE"
"162",999,"15D3_NA","EXCH_BASES_NA","15.014","Exchangeable bases - 1M ammonium acetate at pH 7.0, rapid method with no pretreatment for soluble salts","Exch. Na++","ASLSH Vol 3","","meq/100g",NA,NA
"163",999,"15E1_AEC","EXCH_BASES_AEC","15.046","Exchangeable bases , CEC and AEC by compulsive exchange, no pretreatment for soluble salts","AEC","ASLSH Vol 3","","meq/100g",NA,NA
"164",999,"15E1_AL","EXCH_AL","15.047","Exchangeable Al - by compulsive exchange, no pretreatment for soluble salts","Exch. Al++","ASLSH Vol 3","","meq/100g",NA,NA
"165",999,"15E1_CA","EXCH_BASES_CA","15.041","Exchangeable bases (Ca2+,Mg2+,Na+,K+) by compulsive exchange, no pretreatment for soluble salts","Exch. Ca++","ASLSH Vol 3","","meq/100g",NA,NA
"166",999,"15E1_CEC","EXCH_BASES_CEC","15.045","CEC by compulsive exchange, no pretreatment for soluble salts","CEC","ASLSH Vol 3","","meq/100g",NA,NA
"167",999,"15E1_H","EXCH_H","15.048","Exchangeable H - by compulsive exchange, no pretreatment for soluble salts","Exch. H+","ASLSH Vol 3","","meq/100g",NA,NA
"168",999,"15E1_K","EXCH_BASES_K","15.043","Exchangeable bases, CEC and AEC by compulsive exchange, no pretreatment for soluble salts","Exch. K++","ASLSH Vol 3","","meq/100g",NA,NA
"169",999,"15E1_MG","EXCH_BASES_MG","15.042","Exchangeable bases, CEC and AEC by compulsive exchange, no pretreatment for soluble salts","Exch. Mg++","ASLSH Vol 3","","meq/100g",NA,NA
"170",501,"15E1_MN","EXCH_BASES_MN","","Exchangeable bases (Mn2+) by compulsive exchange, no pretreatment for soluble salts","Exch. Mn++","DAFWA","","meq/100g",NA,NA
"171",999,"15E1_NA","EXCH_BASES_NA","15.044","Exchangeable bases, CEC and AEC by compulsive exchange, no pretreatment for soluble salts","Exch. Na++","ASLSH Vol 3","","meq/100g",NA,NA
"172",999,"15E2_AEC","EXCH_BASES_AEC","15.056","Exchangeable bases, CEC and AEC by compulsive exchange, pretreatment for soluble salts","AEC","ASLSH Vol 3","","meq/100g",NA,NA
"173",999,"15E2_CA","EXCH_BASES_CA","15.051","Exchangeable bases (Ca2+,Mg2+,Na+,K+) by compulsive exchange, pretreatment for soluble salts","Exch. Ca++","ASLSH Vol 3","","meq/100g",NA,NA
"174",999,"15E2_CEC","EXCH_BASES_CEC","15.055","CEC by compulsive exchange, pretreatment for soluble salts","CEC","ASLSH Vol 3","","meq/100g",NA,NA
"175",999,"15E2_K","EXCH_BASES_K","15.053","Exchangeable bases, CEC and AEC by compulsive exchange, pretreatment for soluble salts","Exch. K++","ASLSH Vol 3","","meq/100g",NA,NA
"176",999,"15E2_MG","EXCH_BASES_MG","15.052","Exchangeable bases, CEC and AEC by compulsive exchange, pretreatment for soluble salts","Exch. Mg++","ASLSH Vol 3","","meq/100g",NA,NA
"177",999,"15E2_NA","EXCH_BASES_NA","15.054","Exchangeable bases, CEC and AEC by compulsive exchange, pretreatment for soluble salts","Exch. Na++","ASLSH Vol 3","","meq/100g",NA,NA
"178",999,"15E3_AEC","EXCH_BASES_AEC","15.056","Exchangeable bases, CEC and AEC by compulsive exchange, adjusted for soluble sodium","AEC","ASLSH Vol 3","","meq/100g",NA,NA
"179",999,"15E3_CA","EXCH_BASES_CA","15.051","Exchangeable bases (Ca2+,Mg2+,Na+,K+) by compulsive exchange, adjusted for soluble sodium","Exch. Ca++","ASLSH Vol 3","","meq/100g",NA,NA
"180",999,"15E3_CEC","EXCH_BASES_CEC","15.055","CEC by compulsive exchange, adjusted for soluble sodium","CEC","ASLSH Vol 3","","meq/100g",NA,NA
"181",999,"15E3_K","EXCH_BASES_K","15.053","Exchangeable bases, CEC and AEC by compulsive exchange, adjusted for soluble sodium","Exch. K++","ASLSH Vol 3","","meq/100g",NA,NA
"182",999,"15E3_MG","EXCH_BASES_MG","15.052","Exchangeable bases, CEC and AEC by compulsive exchange, adjusted for soluble sodium","Exch. Mg++","ASLSH Vol 3","","meq/100g",NA,NA
"183",999,"15E3_NA","EXCH_BASES_NA","15.054","Exchangeable bases, CEC and AEC by compulsive exchange, adjusted for soluble sodium","Exch. Na++","ASLSH Vol 3","","meq/100g",NA,NA
"184",999,"15F1_CA","EXCH_BASES_CA","15.061","Exchangeable bases by 0.01M silver-thiourea (AgTU)+, no pretreatment for soluble salts","Exch. Ca++","ASLSH Vol 3","","meq/100g",NA,NA
"185",999,"15F1_CEC","EXCH_BASES_CEC","15.065","Exchangeable bases by 0.01m (AgTU)+, no pretreatment for soluble salts","CEC","ASLSH Vol 3","","meq/100g",NA,NA
"186",999,"15F1_K","EXCH_BASES_K","15.063","Exchangeable bases by 0.01m (AgTU)+, no pretreatment for soluble salts","Exch. K++","ASLSH Vol 3","","meq/100g",NA,NA
"187",999,"15F1_MG","EXCH_BASES_MG","15.062","Exchangeable bases by 0.01m (AgTU)+, no pretreatment for soluble salts","Exch. Mg++","ASLSH Vol 3","","meq/100g",NA,NA
"188",999,"15F1_NA","EXCH_BASES_NA","15.064","Exchangeable bases by 0.01m (AgTU)+, no pretreatment for soluble salts","Exch. Na++","ASLSH Vol 3","","meq/100g",NA,NA
"189",999,"15F2","EXCH_AL","15.07","Exchangeable aluminium by 0.01m (AgTU)+","Exch. Al++","ASLSH Vol 3","","meq/100g",NA,NA
"190",999,"15F2_AL","EXCH_AL","15.07","Exchangeable Al (%) - Silver Thiorea","Exch. Al++","CSIRO","","%",NA,NA
"191",999,"15F3","CEC","15.08","CEC by 0.01M silver-thiourea (AgTU)+","CEC","ASLSH Vol 3","","meq/100g",NA,NA
"192",999,"15F4","EXCH_AL","15.075","Exchangeable aluminium by 1M ammonium acetate (pH5.8). Abdullah and Riley (1966).","Exch. Al++","CSIRO","","?",NA,NA
"193",999,"15G_C","EXCH_ACIDITY","15.093","Exchange acidity (hydrogen and aluminium) - meq per 100g of soil - By 1M KCl exch. acidity by titration to pH 8.4","Exch. acidity (H+Al)","CSIRO","","meq/100g",NA,NA
"194",999,"15G_C_AL1","EXCH_AL","15.092","Exchangeable aluminium - meq per 100g of soil - Aluminium By difference of C and A or B","Exch. Al++","CSIRO","","meq/100g",NA,NA
"195",999,"15G_C_AL2","EXCH_AL","15.092","Exchangeable aluminium - meq per 100g of soil - Aluminium By KCl extraction and detremination By AAS","Exch. Al++","CSIRO","","meq/100g",NA,NA
"196",999,"15G_C_H1","EXCH_H","15.091","Exchangeable hydrogen - meq per 100g of soil - Hydrogen By back titration of A or B","Exch. H+","CSIRO","","meq/100g",NA,NA
"197",999,"15G_H","EXCH_H","15.091","Hydrogen Cation - meq per 100g of soil - 1M KCl Exch. acidity By titration to pH 8.4","Exch. H+","CSIRO","","meq/100g",NA,NA
"198",999,"15G1","EXCH_ACIDITY","15.09","Exchange acidity (hydrogen and aluminium) by 1M potassium chloride","Exch. Acidity (H+Al)","ASLSH Vol 3","","meq/100g",NA,NA
"199",999,"15G1_AL","EXCH_AL","15.092","Aluminium Cation - meq per 100g of soil - 1M KCl Exch. Acidity By titration to pH 8.0","Exch. H+","CSIRO","","meq/100g",NA,NA
"200",999,"15G1_H","EXCH_H","15.091","Hydrogen Cation - meq per 100g of soil - 1M KCl Exch. Acidity By titration to pH 8.0","Exch. H+","CSIRO","","meq/100g",NA,NA
"201",999,"15H1","EXCH_ACIDITY","15.10","Exchange acidity by TEA","Exch. Acidity (H+Al)","ASLSH Vol 3","","meq/100g",NA,NA
"202",999,"15I1","CEC","15.11","CEC measurement - distillation of ammonium ions","CEC","ASLSH Vol 3","","meq/100g",NA,NA
"203",999,"15I2","CEC","15.11","CEC measurement - automated determination of ammonium ions","CEC","ASLSH Vol 3","","meq/100g",NA,NA
"204",999,"15I3","CEC","15.12","CEC measurement - automated determination of ammonium and chloride ions","CEC","ASLSH Vol 3","","meq/100g",NA,NA
"205",999,"15I4","CEC","15.12","CEC measurement - titration of ammonium and chloride ions","CEC","ASLSH Vol 3","","meq/100g",NA,NA
"206",999,"15J_BASES","BASES","15.172","Sum of Bases","Sum of Bases","CSIRO","","meq/100g",NA,NA
"207",999,"15J_H","ECEC","15.131","Sum of Ex. cations + Ex. acidity - Sum of basic exch. cations and exch. (Hydrogen)","ECEC","CSIRO","","meq/100g",NA,NA
"208",999,"15J1","ECEC","15.13","Effective CEC","ECEC","ASLSH Vol 3","","meq/100g",NA,NA
"209",999,"15K1","CEC","15.14","CEC - pH 8.2","CEC","ASLSH Vol 3","","meq/100g",NA,NA
"210",999,"15L1","BSP","15.15","Base saturation percentage (BSP)","BSP","ASLSH Vol 3","","%",NA,NA
"211",501,"15L1_a","BSP","","Exchangeable bases Base saturation percentage (BSP) - Auto calculated from available using Sum of Cations and measured clay","BSP","DAFWA","","%",NA,NA
"212",999,"15M1","CATION_RATIO","15.16","Cation ratio","Cation ratio","ASLSH Vol 3","","",NA,NA
"213",999,"15N1","ESP","15.17","Exchangeable sodium percentage (ESP)","ESP","ASLSH Vol 3","","%",NA,NA
"214",501,"15N1_a","ESP","","Exchangeable sodium percentage (ESP) - Auto calculated from available using CEC","ESP","DAFWA","","%",NA,NA
"215",501,"15N1_b","ESP","","Exchangeable sodium percentage (ESP) - Auto calculated from available using Sum of Cations","ESP","DAFWA","","%",NA,NA
"216",999,"15O1","AL_SAT","15.18","Percenatge aluminium saturation","Al saturation","ASLSH Vol 3","","%",NA,NA
"217",999,"16A1","LIME_RATE","16.01","Calculated lime rate - from exchangeable aluminium","Calculated lime rate","ASLSH Vol 3","","kg/ha 10cm",NA,NA
"218",999,"16B1","LIME_RATE","16.02","Calculated lime rate - Cregan","Calculated lime rate","ASLSH Vol 3","","kg/ha 10cm",NA,NA
"219",999,"16C1","LIME_REQ","16.03","Lime requirement - Mehlich single buffer","Lime requirement","ASLSH Vol 3","","t/ha 20cm",NA,NA
"220",999,"16D1","LIME_REQ","16.04","Lime requirement - Dunn titration curves","Lime requirement","ASLSH Vol 3","","t/ha 20cm",NA,NA
"221",999,"17A_HF+","POTASSIUM","17.14","Total element - K (%) - HF/HCl04 Digest","Total K","CSIRO","","%",NA,NA
"222",999,"17A_NR","POTASSIUM","17.001","Total element - K (%) - Not recorded","Total K","CSIRO_NR","","%",NA,NA
"223",999,"17A1","POTASSIUM","17.01","Total Potassium - X-ray fluorescence","Total K","ASLSH Vol 3","","%",NA,NA
"224",999,"17A1_K","TOTAL_ELEMENTS","","Total Potassium - X-ray fluorescence","Total K","ASLSH SCM","","%",NA,NA
"225",999,"17A2_K","TOTAL_ELEMENTS","","Total Potassium - microwave assisted digestion, determination by AAS","Total K","ASLSH SCM","","%",NA,NA
"226",999,"17B1_K","TOTAL_ELEMENTS","","Psuedo-total Potassium - reverse aqua regia block digestion, determination by AAS","Total K","ASLSH SCM","","%",NA,NA
"227",999,"17B2_K","TOTAL_ELEMENTS","","Psuedo-total Potassium - reverse aqua regia digestion, determination by atomic spectrometry","Total K","ASLSH SCM","","%",NA,NA
"228",999,"17C1_K","TOTAL_ELEMENTS","","Psuedo-total Potassium - conventional aqua regia block digestion, determination by atomic spectrometry","Total K","ASLSH SCM","","%",NA,NA
"229",501,"18_NR","POTASSIUM","","Extractable potassium (not recorded)","Extractable K","DAFWA","","mg/kg",NA,NA
"230",999,"18A1","POTASSIUM","18.01","Bicarbonate-extractable potassium","Extractable K","ASLSH Vol 3","","mg/kg",NA,NA
"231",501,"18A1_NR","POTASSIUM","","Bicarbonate-extractable potassium (not recorded)","Extractable K","DAFWA","","mg/kg",NA,NA
"232",999,"18B1","POTASSIUM","18.02","Hydrochloric acid - extractable potassium","Extractable K","ASLSH Vol 3","","mg/kg",NA,NA
"233",999,"18B2","POTASSIUM","18.04","Sulfuric acid (10%)- extractable potassium","Extractable K","CSIRO","","mg/kg",NA,NA
"234",999,"18C1","POTASSIUM","","Boiling 1 M nitric acid  - extractable potassium","Extractable K","ASLSH SCM","","mg/kg",NA,NA
"235",999,"18D1","CADMIUM","","0.1 M calcium chloride - extractable Cadmium","Extractable Cd","ASLSH SCM","","mg/kg",NA,NA
"236",999,"18E1","CADMIUM","","0.01 M calcium chloride - extractable Cadmium","Extractable Cd","ASLSH SCM","","mg/kg",NA,NA
"237",999,"18E2","POTASSIUM","18.03","Fluoride-extractable potassium (Bray 1-K) - AAS","Extractable K","CSIRO","","mg/kg",NA,NA
"238",999,"18F1_AL","AL","18.100","Mehlich 3 - extractable Aluminium","Extractable Al","ASLSH SCM","","mg/kg",NA,NA
"239",999,"18F1_AS","AS","18.101","Mehlich 3 - extractable Arsenic","Extractable AS","ASLSH SCM","","mg/kg",NA,NA
"240",999,"18F1_B","BORON","18.102","Mehlich 3 - extractable Boron","Extractable B","ASLSH SCM","","mg/kg",NA,NA
"241",999,"18F1_CA","CALCIUM","18.103","Mehlich 3 - extractable Calcium","Extractable Ca","ASLSH SCM","","mg/kg",NA,NA
"242",999,"18F1_CD","CD","18.104","Mehlich 3 - extractable Cadmium","Extractable CD","ASLSH SCM","","mg/kg",NA,NA
"243",999,"18F1_CO","CO","18.105","Mehlich 3 - extractable Cobalt","Extractable CO","ASLSH SCM","","mg/kg",NA,NA
"244",999,"18F1_CU","CU","18.106","Mehlich 3 - extractable Copper","Extractable Cu","ASLSH SCM","","mg/kg",NA,NA
"245",999,"18F1_FE","FE","18.107","Mehlich 3 - extractable Iron","Extractable Fe","ASLSH SCM","","mg/kg",NA,NA
"246",999,"18F1_K","POTASSIUM","18.108","Mehlich 3 - extractable Potassium","Extractable K","ASLSH SCM","","mg/kg",NA,NA
"247",999,"18F1_MG","MG","18.109","Mehlich 3 - extractable Magnesium","Extractable Mg","ASLSH SCM","","mg/kg",NA,NA
"248",999,"18F1_MN","MN","18.110","Mehlich 3 - extractable Manganese","Extractable Mn","ASLSH SCM","","mg/kg",NA,NA
"249",999,"18F1_MO","MO","18.111","Mehlich 3 - extractable Molybdenum","Extractable Mo","ASLSH SCM","","mg/kg",NA,NA
"250",999,"18F1_NA",NA,"18.112","Mehlich 3 - extractable Sodium","Extractable Na","ASLSH SCM","","mg/kg",NA,NA
"251",999,"18F1_NI","NI","18.113","Mehlich 3 - extractable Nickel","Extractable NI","ASLSH SCM","","mg/kg",NA,NA
"252",999,"18F1_P","PHOSPHORUS","18.114","Mehlich 3 - extractable Phosphorus","Extractable P","ASLSH SCM","","mg/kg",NA,NA
"253",999,"18F1_PB","PB","18.118","Mehlich 3 - extractable Lead","Extractable PB","ASLSH SCM","","mg/kg",NA,NA
"254",999,"18F1_S","SULFUR","18.115","Mehlich 3 - extractable Sulfur","Extractable S","ASLSH SCM","","mg/kg",NA,NA
"255",999,"18F1_SE","SE","18.116","Mehlich 3 - extractable Selenium","Extractable SE","ASLSH SCM","","mg/kg",NA,NA
"256",999,"18F1_ZN","ZN","18.117","Mehlich 3 - extractable Zinc","Extractable Zn","ASLSH SCM","","mg/kg",NA,NA
"257",999,"18F2","POTASSIUM","","Mehlich 3 - extractable Potassium - colour finish","Extractable K","ASLSH SCM","","mg/kg",NA,NA
"258",999,"18G1","POTASSIUM","","Reserve soil K+ by copper-modified sodium tetraphenylboron extraction","Extractable K","ASLSH SCM","","mg/kg",NA,NA
"259",999,"19_COL","CARBONATES","19.01","Carbonates - Collins Calcimeter","Carbonates","CSIRO","","%",NA,NA
"260",999,"19A1","CARBONATES","19.01","Carbonates - rapid titration","Carbonates","ASLSH Vol 3","","%",NA,NA
"261",999,"19B_NR","CARBONATES","19.00","Calcium Carbonate (CaCO3) - Not recorded","Carbonates","CSIRO NR","","%",NA,NA
"262",999,"19B1","CARBONATES","19.01","Carbonates - manometric","Carbonates","ASLSH Vol 3","","%",NA,NA
"263",999,"19B2","CARBONATES","","Carbonates - transducer","Carbonates","ASLSH SCM","","%",NA,NA
"264",999,"19C1","CARBONATES","","Spot field test for the presence of soil carbonates with dilute HCl","Carbonates","ASLSH SCM","","%",NA,NA
"265",999,"19D1","CARBONATES","","Field test for soil carbonates with dilute HCl and effervescence class assessment","Carbonates","ASLSH SCM","","%",NA,NA
"266",999,"2_LOI","LOSS_ON_IGNITION","2.00","Loss on Ignition (%)","Loss on Ignition","CSIRO","","%",NA,NA
"267",999,"20A1","SULFUR","","Chromium reducible S","Reducible S","ASLSH SCM","","%",NA,NA
"268",999,"20B1","TAA","","SPOCAS acid trail - titratable actual acidity (TAA)","TAA","ASLSH SCM","","mol(H+)/t",NA,NA
"269",999,"20C1_ANC","ANC","","SPOCAS acid trail - Net Acid Neutralising Capacity (ANC)","ANC","ASLSH SCM","","mol(H+)/t",NA,NA
"270",999,"20C1_TPA","TPA","","SPOCAS acid trail - titratable peroxide acidity (TPA)","TPA","ASLSH SCM","","mol(H+)/t",NA,NA
"271",999,"20D1_CA","CA","","1 M KCl - extractable Ca","Extractable Ca","ASLSH SCM","","%",NA,NA
"272",999,"20D1_MG","MG","","1 M KCl - extractable Mg","Extractable Mg","ASLSH SCM","","%",NA,NA
"273",999,"20D1_S","SULFUR","","1 M KCl - extractable S","Extractable S","ASLSH SCM","","%",NA,NA
"274",999,"20E1_CA","CA","","1 M KCl - extractable Ca after peroxide oxidation","Extractable Ca","ASLSH SCM","","%",NA,NA
"275",999,"20E1_MG","MG","","1 M KCl - extractable Mg after peroxide oxidation","Extractable Mg","ASLSH SCM","","%",NA,NA
"276",999,"20E1_S","SULFUR","","1 M KCl - extractable S after peroxide oxidation","Extractable S","ASLSH SCM","","%",NA,NA
"277",999,"20F1","SULFUR","","Sulfur - 4 M HCl extraction, ICPAES","Sulfur","ASLSH SCM","","%",NA,NA
"278",999,"20F2","SULFUR","","Sulfur - 4 M HCl extraction, ion chromatography","Sulfur","ASLSH SCM","","%",NA,NA
"279",999,"20G1","SULFUR","","Peroxide residual acid soluble sulfur","Residual S","ASLSH SCM","","%",NA,NA
"280",999,"20H1","ANC","","Acid neutralising capacity - acid reacted and back titration","ANC","ASLSH SCM","","%",NA,NA
"281",999,"20I1","ANC","","Acid neutralising capacity - from SPOCAS","ANC","ASLSH SCM","","%",NA,NA
"282",999,"20J1_RQNC","ASS_HAZARD","","Field approximation of ASS hazard","ASS hazard","ASLSH SCM","","mol/m3",NA,NA
"283",999,"20J1_TAA","ASS_HAZARD","","Field approximation of ASS hazard","ASS hazard","ASLSH SCM","","mol/m3",NA,NA
"284",999,"20J1_TSA","ASS_HAZARD","","Field approximation of ASS hazard","ASS hazard","ASLSH SCM","","mol/m3",NA,NA
"285",999,"20K1","ASS_PRESENCE","","Quick field approximation of ASS presence and associated lime reqirement for drain spoil","ASS presence","ASLSH SCM","","",NA,NA
"286",999,"2A1","MOISTURE_CONTENT","2.01","Air-dry moisture content","Moisture content","ASLSH Vol 3","","%",NA,NA
"287",999,"2B1","MOISTURE_CONTENT","2.01","As received moisture content","Moisture content","ASLSH Vol 3","","%",NA,NA
"288",999,"2C1","MOISTURE_CONTENT","2.02","Moisture content - 10 mm tension","Moisture content","ASLSH Vol 3","","%",NA,NA
"289",999,"2D1","MOISTURE_CONTENT","2.02","Moisture content - approximate saturation paste","Moisture content","ASLSH Vol 3","","%",NA,NA
"290",999,"3_C_B","EC","3.00","Electrical conductivity or soluble salts - Total soluble salts %","EC","CSIRO","","%",NA,NA
"291",999,"3_NR","EC","3.00","Electrical conductivity or soluble salts - Not recorded","EC","CSIRO_NR","","?",NA,NA
"292",999,"3A_C_2.5","EC","3.011","EC of 1:2.5 soil/water extract","EC","CSIRO","","dS/m",NA,NA
"293",999,"3A_TSS","EC","3.02","Electrical conductivity or soluble salts - Total soluble salts %","EC","CSIRO","","%",NA,NA
"294",999,"3A1","EC","3.01","EC of 1:5 soil/water extract","EC","ASLSH Vol 3","","dS/m",NA,NA
"295",999,"3B1","SOLUBLE_SALT","","Estimation of soluble salt concentration","Soluble salt","ASLSH SCM","","%",NA,NA
"296",999,"3C1","IONIC_STRENGTH","","Estimation of soil ionic strength","Ionic strength","ASLSH SCM","","nM",NA,NA
"297",999,"3D1","REDOX_POTENTIAL","","Redox potential (Eh; field)","Redox Potential","ASLSH SCM","","mV",NA,NA
"298",999,"4_NR","PH","4.00","pH of soil - Not recorded","pH","CSIRO_NR","","",NA,NA
"299",999,"4A_C_1","PH","4.012","pH of soil - pH of 1:1 soil/water suspension","pH Soil/water","CSIRO","","",NA,NA
"300",999,"4A_C_2.5","PH","4.011","pH of soil - pH of 1:2.5 soil/water suspension","pH Soil/water","CSIRO","","",NA,NA
"301",999,"4A1","PH","4.01","pH of 1:5 soil/water suspension","pH Soil/water","ASLSH Vol 3","99.99","",NA,NA
"302",501,"4B_AL","AL","","Aluminium in 1:5 soil/0.01M calcium chloride extract - following Method 4A1","AL","DAFWA","","",NA,NA
"303",501,"4B_AL_NR","AL","","Aluminium in 1:5 soil/0.01M calcium chloride extract - method not recorded","AL","DAFWA","","",NA,NA
"304",999,"4B_C_2.5","PH","4.021","pH of soil - pH of 1:2.5 Soil/0.1M CaCl2 suspension","pH Soil/CaCl2","CSIRO","","",NA,NA
"305",999,"4B1","PH","4.02","pH of 1:5 soil/0.01M calcium chloride extract - direct","pH Soil/CaCl2","ASLSH Vol 3","99.99","",NA,NA
"306",999,"4B2","PH","4.02","pH of 1:5 soil/0.01M calcium chloride extract - following Method 4A1","pH Soil/CaCl2","ASLSH Vol 3","99.99","",NA,NA
"307",999,"4C_C_1","PH","4.031","pH of 1:1 soil/1M potassium chloride suspension","pH Soil/KCl","CSIRO","99.99","",NA,NA
"308",999,"4C1","PH","4.03","pH of 1:5 soil/1M potassium chloride extract - direct","pH Soil/KCl","ASLSH Vol 3","99.99","",NA,NA
"309",999,"4C2","PH","4.03","pH of 1:5 soil/1M potassium chloride extract - following Method 4A1","pH Soil/KCl","ASLSH Vol 3","99.99","",NA,NA
"310",999,"4D1","PH","4.04","pH of sodium fluoride suspension","pH (NaF)","ASLSH Vol 3","99.99","",NA,NA
"311",999,"4E1","PH","4.05","pH of hydrogen peroxide extract","pH (H2O2)","ASLSH Vol 3","99.99","",NA,NA
"312",999,"4F1","PH_CHANGE","4.06","pH change","pH Change","ASLSH Vol 3","99.99","",NA,NA
"313",501,"4G_NR","PH_BUFFER","","pH buffering capacity, (method not recorded)","pH buffer capacity","DAFWA","","",NA,NA
"314",999,"4G1","PH","","Field determination of pH","Field pH","ASLSH SCM","","",NA,NA
"315",999,"5_C_B","CHLORIDE","5.00","Water soluble Chloride - Method recorded as B","Water soluble Cl","CSIRO","","mg/kg",NA,NA
"316",999,"5_NR","CHLORIDE","5.00","Water soluble Chloride - Cl(%) - Not recorded","Water soluble Cl","CSIRO NR","","%",NA,NA
"317",999,"5A_C_2.5","CHLORIDE","5.011","Chloride - 1:2.5 soil/water extract","Water soluble Cl","CSIRO","","mg/kg",NA,NA
"318",999,"5A1","CHLORIDE","5.01","Chloride - 1:5 soil/water extract, potentiometric titration","Water soluble Cl","ASLSH Vol 3","","mg/kg",NA,NA
"319",999,"5A2","CHLORIDE","5.01","Chloride - 1:5 soil/water extract, automated colour","Water soluble Cl","ASLSH Vol 3","","mg/kg",NA,NA
"320",999,"5A2a","CHLORIDE","","Chloride - 1:5 soil/water extract, automated colour","Water soluble Cl","ASLSH SCM","","mg/kg",NA,NA
"321",999,"5A2b","CHLORIDE","","Chloride - 1:5 soil/water extract, FIA","Water soluble Cl","ASLSH SCM","","mg/kg",NA,NA
"322",999,"5A3a","CHLORIDE","","Chloride - 1:5 soil/water extract, ion chromatography (chemical suppression of eluent conductivity)","Water soluble Cl","ASLSH SCM","","mg/kg",NA,NA
"323",999,"5A3b","CHLORIDE","","Chloride - 1:5 soil/water extract, ion chromatography (single column with electronic suppression of eluent conductivity)","Water soluble Cl","ASLSH SCM","","mg/kg",NA,NA
"324",999,"5A4","CHLORIDE","","Chloride - 1:5 soil/water extract, ICPAES","Water soluble Cl","ASLSH SCM","","mg/kg",NA,NA
"325",999,"6_DC","ORGANIC_CARBON","6.00","Organic carbon (%) - Dry combustion","Organic carbon","CSIRO","","%",NA,NA
"326",999,"6A1","ORGANIC_CARBON","6.01","Organic carbon - Walkley and Black","Organic carbon","ASLSH Vol 3","","%",NA,NA
"327",999,"6A1_UC","ORGANIC_CARBON","6.011","Organic carbon (%) - Uncorrected Walkley and Black method","Organic carbon","CSIRO","","%",NA,NA
"328",999,"6B1","ORGANIC_CARBON","6.02","Total organic carbon - Heanes wet oxidation","Organic carbon","ASLSH Vol 3","","%",NA,NA
"329",999,"6B2","ORGANIC_CARBON","6.02","Total organic carbon - high frequency induction furnace, volumetric","Organic carbon","ASLSH Vol 3","","%",NA,NA
"330",999,"6B2a","ORGANIC_CARBON","","Total organic carbon - high frequency induction furnace, volumetric (no soil pretreatment)","Organic carbon","ASLSH SCM","","%",NA,NA
"331",999,"6B2b","ORGANIC_CARBON","","Total organic carbon - high frequency induction furnace, infared/thermal (no soil pretreatment)","Organic carbon","ASLSH SCM","","%",NA,NA
"332",999,"6B3","ORGANIC_CARBON","6.02","Total organic carbon - high frequency induction furnace, infrared","Organic carbon","ASLSH Vol 3","","%",NA,NA
"333",999,"6B4","ORGANIC_CARBON","","Total organic carbon - infared diffuse reflectance spectroscopy","Organic carbon","ASLSH SCM","","%",NA,NA
"334",999,"6B4a","ORGANIC_CARBON","","Total organic carbon - NIR reflectance spectroscopy","Organic carbon","ASLSH SCM","","%",NA,NA
"335",999,"6B4b","ORGANIC_CARBON","","Total organic carbon - MIR reflectance spectroscopy","Organic carbon","ASLSH SCM","","%",NA,NA
"336",999,"6C1","ORGANIC_CARBON","6.03","Particulate organic C (POC)","Organic carbon","ASLSH SCM","","%",NA,NA
"337",999,"6D1","ORGANIC_CARBON","6.03","Pyrophosphate-extractable carbon","Organic carbon","ASLSH SCM","","%",NA,NA
"338",999,"6E1","ORGANIC_CARBON","","Potassium permanganate oxidisable C (PPOC)","Organic carbon","ASLSH SCM","","%",NA,NA
"339",999,"6F1","CARBON","","Charcoal-C","Carbon","ASLSH SCM","","%",NA,NA
"340",999,"6G1","CARBON","","Total organic matter, organic C and carbonate by loss-on-ignition","Carbon","ASLSH SCM","","%",NA,NA
"341",999,"6Z","ORGANIC_CARBON","6.00","Organic carbon (%) - Not recorded","Organic carbon","CSIRO NR","","%",NA,NA
"342",999,"7_C_B","NITROGEN","7.01","Total Nitrogen - method description not recorded","Total Nitrogen","CSIRO","","%",NA,NA
"343",999,"7_NR","NITROGEN","7.00","Total nitrogen (%) - Not recorded","Total Nitrogen","CSIRO NR","","%",NA,NA
"344",999,"7A1","NITROGEN","7.01","Total nitrogen - semimicro Kjeldahl, steam distillation","Total Nitrogen","ASLSH Vol 3","","%",NA,NA
"345",999,"7A2","NITROGEN","7.01","Total nitrogen - semimicro Kjeldahl , automated colour","Total Nitrogen","ASLSH Vol 3","","%",NA,NA
"346",999,"7A2a","NITROGEN","","Total nitrogen - semimicro Kjeldahl , automated colour, continuous segmented flow","Total Nitrogen","ASLSH SCM","","%",NA,NA
"347",999,"7A2b","NITROGEN","","Total nitrogen - semimicro Kjeldahl , automated colour, FIA","Total Nitrogen","ASLSH SCM","","%",NA,NA
"348",999,"7A3","NITROGEN","7.02","Total nitrogen (where nitrate > 20 mg N kg-1) - steam distillation","Total Nitrogen","ASLSH Vol 3","","%",NA,NA
"349",999,"7A4","NITROGEN","7.02","Total nitrogen (where nitrate > 20 mg N kg-1) - automated colour","Total Nitrogen","ASLSH Vol 3","","%",NA,NA
"350",999,"7A5","NITROGEN","7.03","Total nitrogen - high frequency induction furnace, thermal conductivity","Total Nitrogen","ASLSH Vol 3","","%",NA,NA
