"analyte_key","analyte_type","analyte_name","analyte_abbrev","analyte_code","analyte_data_type","analyte_format","uom_abbrev","analyte_source_type","analyte_agg_method","analyte_algorithm","analyte_desc","analyte_size_frac_base"
562,"derived_analyte","Ratio, Linear Extensibility to Clay, 1/3 Bar-Ovendry, <2mm","lep_cly","LEpCly_d-1_S","F","5.3","(NA)","layer",,"le_d3l2 / clay_tot_psa","The LEP / total clay ratio is calculated by LEP/CLAY_TOT. It is an indicator of clay mineralogy. It is reported, without units, on a <2 mm base.","<2 mm"
561,"derived_analyte","Ratio, Fine Clay to Clay, <2mm","fcly_cly","fClyCl_d-1_S","F","3.2","(NA)","layer",,"clay_f / clay_tot_psa","The fine clay / total clay ratio is calculated by CLAY_F/CLAY_TOT. It is an indicator of argillic horizon development. It is reported as grams per gram, on a <2 mm base.","<2 mm"
560,"derived_analyte","Ratio, CEC NH4OAc/Clay, <2mm, CEC-Set 1","cec7_cly_cec1","cec7cl_d-1_S","F","5.2","(NA)","layer",,"cec_nh4 / clay_tot_psa","This ratio is calculated by CEC_NH4/Clay. It provides an index to clay activity, and allows inferences about clay mineralogy, the contribution of clay to the exchange capacity, and solution chemistry to be made.","<2 mm"
559,"derived_analyte","Ratio, Carbon to Nitrogen","c_n_ra","CNrat_d-1_S","F","3.0","(NA)","layer",,"(c_tot - 0.12 * caco3) / n_tot","The carbon to nitrogen ratio is calculated by C_ORG/N_TOT. It provides information related to soil fertility and the state of organic matter decomposition. It is reported on a <2 mm base.","<2 mm"
558,"derived_analyte","Ratio, 15 Bar Water to Clay, <2mm","w15cly","w15cly_d-1_S","F","4.2","(NA)","layer",,"w15l2 / clay_tot_psa","The ratio of 15 bar H2O percent / clay percent is calculated by (W15AD or W15FM)/CLAY_TOT, reported as grams per gram, on a <2 mm base. It provides inferences about clay mineralogy and the effectiveness of dispersion in the particle size analysis.","<2 mm"
104,"aggregate analyte","Apatite, petro_count","min_AP_petro_count","AP_pc","I","3.0","count","layer","mean","OUTPUT = 100.0 * mineral_count / total_count","to be added",
103,"aggregate analyte","Antigorite, petro_count","min_AG_petro_count","AG_pc","I","3.0","count","layer","mean","OUTPUT = 100.0 * mineral_count / total_count","to be added",
102,"aggregate analyte","Anthophyllite, petro_count","min_AH_petro_count","AH_pc","I","3.0","count","layer","mean","OUTPUT = 100.0 * mineral_count / total_count","to be added",
101,"aggregate analyte","Anorthoclase, petro_count","min_FH_petro_count","FH_pc","I","3.0","count","layer","mean","OUTPUT = 100.0 * mineral_count / total_count","to be added",
100,"aggregate analyte","Anorthite, petro_count","min_FN_petro_count","FN_pc","I","3.0","count","layer","mean","OUTPUT = 100.0 * mineral_count / total_count","to be added",
99,"aggregate analyte","Anhydrite, petro_count","min_AY_petro_count","AY_pc","I","3.0","count","layer","mean","OUTPUT = 100.0 * mineral_count / total_count","to be added",
98,"aggregate analyte","Andesite, petro_count","min_FA_petro_count","FA_pc","I","3.0","count","layer","mean","OUTPUT = 100.0 * mineral_count / total_count","to be added",
97,"aggregate analyte","Andalusite, petro_count","min_AN_petro_count","AN_pc","I","3.0","count","layer","mean","OUTPUT = 100.0 * mineral_count / total_count","to be added",
96,"aggregate analyte","Anatase, petro_count","min_AE_petro_count","AE_pc","I","3.0","count","layer","mean","OUTPUT = 100.0 * mineral_count / total_count","to be added",
95,"aggregate analyte","Amphibole, petro_count","min_AM_petro_count","AM_pc","I","3.0","count","layer","mean","OUTPUT = 100.0 * mineral_count / total_count","to be added",
94,"aggregate analyte","Albite, petro_count","min_FB_petro_count","FB_pc","I","3.0","count","layer","mean","OUTPUT = 100.0 * mineral_count / total_count","to be added",
93,"aggregate analyte","Actinolite, petro_count","min_AC_petro_count","AC_pc","I","3.0","count","layer","mean","OUTPUT = 100.0 * mineral_count / total_count","to be added",
92,"aggregate analyte","Sponge Spicule, glass_count","min_SS_glass_count","SS_gc","I","3.0","count","layer","mean","to be added","to be added",
91,"aggregate analyte","Plant Opal, glass_count","min_PO_glass_count","PO_gc","I","3.0","count","layer","mean","to be added","to be added",
90,"aggregate analyte","Other, glass count","min_OT_glass_count","OT_gc","I","2.0","%","layer","mean","To Be Added","To Be Added",
89,"aggregate analyte","Glassy Materials, glass_count","min_GM_glass_count","GM_gc","I","3.0","count","layer","mean","to be added","to be added",
371,"aggregate analyte","Cadmium, Total","cd_tot","Cd_tot","F","6.0","mg/kg","layer","mean","To Be Added","Total Cd is the cadmium measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.",
370,"aggregate analyte","Boron, Total","b_tot","B_tot","F","6.0","mg/kg","layer","mean","To Be Added","Total boron is the amount measured after total dissolution of a size fraction of soil material. It  is stored and reported as milligrams per kilogram on the base of the size fraction used.",
369,"aggregate analyte","Arsenic, Total","as_tot","As_tot","F","6.0","mg/kg","layer","mean","To Be Added","Total As is the arsenic measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.",
368,"aggregate analyte","Aluminum, Total","al_tot","Al_tot","F","6.0","% wt","layer","mean","To Be Added","Total Al is the aluminum measured after total dissolution of a size fraction of soil material. It is stored as percent of the element and reported as  percent oxide on the base of the size fraction used.",
367,"aggregate analyte","Kaolinite, tga","min_KK_tga","KK_tga","F","3.0","%","layer","mean","To Be Added","to be added",
366,"aggregate analyte","Goethite, tga","min_GE_tga","GE_tga","F","3.0","%","layer","mean","To Be Added","To Be Added",
365,"aggregate analyte","Gibbsite, tga","min_GI_tga","GI_tga","F","3.0","%","layer","mean","To Be Added","to be added",
364,"aggregate analyte","Gypsum, tga","min_GY_tga","GY_tga","F","3.0","%","layer","mean","to be added","to be added",
363,"aggregate analyte","Surface Area, Ethylene Glycol Monoethyl Ether","sa_egme","EGME","F","6.1","mg/g","layer","mean","To Be Added","The EGME surface area is an indicator of the sample surface available to adsorb a weakly polar liquid (ethylene glycol monoethyl ether). It is reported as grams EGME per gram of sample.",
362,"aggregate analyte","Sulfur, Total","s_tot","S_tot","F","4.2","% wt","layer","mean","To Be Added","Total sulfur is the sum of organic and inorganic forms, reported as a gravimetric percent on a <2 mm base.",
361,"aggregate analyte","Water Content, Saturated Paste","h2osatx","SP_sp","F","4.1","% wt","layer","mean","To Be Added","Water content of the saturation paste is the gravimetric percent water in a sample prior to collection of the saturation extract.",
360,"aggregate analyte","Sulfate, Saturation Extract","so4_satx","SO4_sx","F","5.1","mmol(-)/L","layer","mean","To Be Added","Sulfate in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract.",
359,"aggregate analyte","Sodium, Saturation Extract","na_satx","Na_sx","F","5.1","mmol(+)/L","layer","mean","To Be Added","Sodium in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract.",
358,"aggregate analyte","Resistivity, Saturated Paste","resist","Resist","I","7.0","ohms/cm","layer","mean","To Be Added","Resistivity is the electrical resistance of a saturated soil paste in a standard resistance cup, reported as ohms per centimeter on the <2 mm fraction. It is a measure of the amount of soluble salts in the sample.",
357,"aggregate analyte","Potassium, Saturation Extract","k_satx","K_sx","F","5.1","mmol(+)/L","layer","mean","To Be Added","Potassium in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract.",
356,"aggregate analyte","Phosphate, Saturation Extract","p_satx","P_sx","F","5.1","mmol(-)/L","layer","mean","To Be Added","PO4 in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract.",
355,"aggregate analyte","Nitrite, Saturation Extract","no2_satx","NO2_sx","F","5.1","mmol(-)/L","layer","mean","To Be Added","Nitrite in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract.",
354,"aggregate analyte","Nitrate, Saturation Extract","no3_satx","NO3_sx","F","5.1","mmol(-)/L","layer","mean","To Be Added","Nitrate in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract.",
978,"derived_analyte","Stilbite, mica_adjustment","min_ST_mica_adj","ST_mica","I","3.0","%","layer","mean","to be added","to be added",
977,"derived_analyte","Staurolite, mica_adjustment","min_SO_mica_adj","SO_mica","I","3.0","%","layer","mean","to be added","to be added",
976,"derived_analyte","Sponge Spicule, mica_adjustment","min_SS_mica_adj","SS_mica","I","3.0","%","layer","mean","to be added","to be added",
975,"derived_analyte","Spinel, mica_adjustment","min_SN_mica_adj","SN_mica","I","3.0","%","layer","mean","to be added","to be added",
974,"derived_analyte","Sphene, mica_adjustment","min_SP_mica_adj","SP_mica","I","3.0","%","layer","mean","to be added","to be added",
973,"derived_analyte","Sphalerite, mica_adjustment","min_SG_mica_adj","SG_mica","I","3.0","%","layer","mean","to be added","to be added",
972,"derived_analyte","Sillimanite, mica_adjustment","min_SL_mica_adj","SL_mica","I","3.0","%","layer","mean","to be added","to be added",
971,"derived_analyte","Siliceous Aggregates, mica_adjustment","min_SA_mica_adj","SA_mica","I","3.0","%","layer","mean","to be added","to be added",
970,"derived_analyte","Siderite, mica_adjustment","min_SI_mica_adj","SI_mica","I","3.0","%","layer","mean","to be added","to be added",
969,"derived_analyte","Sericite, mica_adjustment","min_SR_mica_adj","SR_mica","I","3.0","%","layer","mean","to be added","to be added",
968,"derived_analyte","Sanidine, mica_adjustment","min_FS_mica_adj","FS_mica","I","3.0","%","layer","mean","to be added","to be added",
967,"derived_analyte","Rutile, mica_adjustment","min_RU_mica_adj","RU_mica","I","3.0","%","layer","mean","to be added","to be added",
966,"derived_analyte","Riebeckite (Blue Amphibole), mica_adjustment","min_RB_mica_adj","RB_mica","I","3.0","%","layer","mean","to be added","to be added",
965,"derived_analyte","Rhodocrosite, mica_adjustment","min_RO_mica_adj","RO_mica","I","3.0","%","layer","mean","to be added","to be added",
964,"derived_analyte","Resistant Minerals, mica_adjustment","min_RE_mica_adj","RE_mica","I","3.0","%","layer","mean","to be added","to be added",
963,"derived_analyte","Resistant Mineraloids, mica_adjustment","min_MD_mica_adj","MD_mica","I","3.0","%","layer","mean","to be added","to be added",
962,"derived_analyte","Resistant Aggregates, mica_adjustment","min_RA_mica_adj","RA_mica","I","3.0","%","layer","mean","to be added","to be added",
961,"derived_analyte","Quartz, mica_adjustment","min_QZ_mica_adj","QZ_mica","I","3.0","%","layer","mean","to be added","to be added",
960,"derived_analyte","Pyroxene, mica_adjustment","min_PR_mica_adj","PR_mica","I","3.0","%","layer","mean","to be added","to be added",
959,"derived_analyte","Pyrophyllite, mica_adjustment","min_PY_mica_adj","PY_mica","I","3.0","%","layer","mean","to be added","to be added",
958,"derived_analyte","Pyrolusite, mica_adjustment","min_PU_mica_adj","PU_mica","I","3.0","%","layer","mean","to be added","to be added",
957,"derived_analyte","Pyrite, mica_adjustment","min_PI_mica_adj","PI_mica","I","3.0","%","layer","mean","to be added","to be added",
956,"derived_analyte","Potassium Feldspar, mica_adjustment","min_FK_mica_adj","FK_mica","I","3.0","%","layer","mean","to be added","to be added",
955,"derived_analyte","Pollen, mica_adjustment","min_PN_mica_adj","PN_mica","I","3.0","%","layer","mean","to be added","to be added",
954,"derived_analyte","Plumbojarosite, mica_adjustment","min_PJ_mica_adj","PJ_mica","I","3.0","%","layer","mean","to be added","to be added",
953,"derived_analyte","Plant Opal, mica_adjustment","min_PO_mica_adj","PO_mica","I","3.0","%","layer","mean","to be added","to be added",
952,"derived_analyte","Plagioclase Feldspar, mica_adjustment","min_FP_mica_adj","FP_mica","I","3.0","%","layer","mean","to be added","to be added",
951,"derived_analyte","Piemontite, mica_adjustment","min_PD_mica_adj","PD_mica","I","3.0","%","layer","mean","to be added","to be added",
950,"derived_analyte","Phlogopite, mica_adjustment","min_PL_mica_adj","PL_mica","I","3.0","%","layer","mean","to be added","to be added",
949,"derived_analyte","Perovskite, mica_adjustment","min_PK_mica_adj","PK_mica","I","3.0","%","layer","mean","to be added","to be added",
948,"derived_analyte","Other, mica_adjustment","min_OT_mica_adj","OT_mica","I","3.0","%","layer","mean","to be added","to be added",
947,"derived_analyte","Other Weatherable Minerals, mica_adjustment","min_OW_mica_adj","OW_mica","I","3.0","%","layer","mean","to be added","to be added",
946,"derived_analyte","Other Resistant Minerals, mica_adjustment","min_OR_mica_adj","OR_mica","I","3.0","%","layer","mean","to be added","to be added",
317,"aggregate analyte","Sand, Coarse","sand_c_psa","SndC_p","F","4.1","% wt","layer","mean","To Be Added","Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base.",
316,"aggregate analyte","Clay, Noncarbonate","nco3_cly","ClyNCO","F","4.1","%","layer","mean","To Be Added","Non Carbonate Clay is the weight percentage of noncarbonate clay relative to the total <2mm fraction",
315,"aggregate analyte","Clay, Fine","clay_f","ClyF_p","F","4.1","% wt","layer","mean","To Be Added","Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction.",
314,"aggregate analyte","Clay, Carbonate","co3_cly","ClyCO3","F","4.1","% wt","layer","mean","To Be Added","Carbonate clay is the part of <0.002 mm diameter particles that are composed of carbonates. It is reported as a weight percent of the <2 mm fraction.",
313,"aggregate analyte","Clay","clay_tot_psa","ClyT_p","F","4.1","% wt","layer","mean","To Be Added","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction.",
312,"aggregate analyte","Silt, Fine PSDA, NaOH, Pipet","silt_f_NaOH","SiltFH","F","4.1","% wt","layer","mean","To Be Added","Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOH, Pipet",
311,"aggregate analyte","Sand, Very Fine PSDA, NaOH, Pipet","sand_vf_NaOH","SndVFH","F","4.1","% wt","layer","mean","To Be Added","Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOH, Pipet",
310,"aggregate analyte","Sand, Very Coarse PSDA, NaOH, Pipet","sand_vc_NaOH","SndVCH","F","4.1","% wt","layer","mean","To Be Added","Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOH, Pipet",
309,"aggregate analyte","Sand, Medium PSDA, NaOH, Pipet","sand_m_NaOH","SndMOH","F","4.1","% wt","layer","mean","To Be Added","Medium sand is the soil separate with 0.25 to 0.50 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOH, Pipet",
308,"aggregate analyte","Sand, Fine PSDA, NaOH, Pipet","sand_f_NaOH","SndFOH","F","4.1","% wt","layer","mean","To Be Added","Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOH, Pipet",
307,"aggregate analyte","Sand, Coarse PSDA, NaOH, Pipet","sand_c_NaOH","SndCOH","F","4.1","% wt","layer","mean","To Be Added","Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base., PSDA, NaOH, Pipet",
306,"aggregate analyte","Clay PSDA, NaOH, Pipet","clay_tot_NaOH","ClyTOH","F","4.1","% wt","layer","mean","To Be Added","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, NaOH, Pipet",
305,"aggregate analyte","Silt, Fine PSDA, NaOAc, Pipet","silt_f_NaOAc","SiltFN","F","4.1","% wt","layer","mean","To Be Added","Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOAc, Pipet",
304,"aggregate analyte","Sand, Very Fine PSDA, NaOAc, Pipet","sand_vf_NaOAc","SndVFN","F","4.1","% wt","layer","mean","To Be Added","Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOAc, Pipet",
303,"aggregate analyte","Sand, Very Coarse PSDA, NaOAc, Pipet","sand_vc_NaOAc","SndVCN","F","4.1","% wt","layer","mean","To Be Added","Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOAc, Pipet",
287,"aggregate analyte","Sand, Fine PSDA, Moist, Pipet","sand_f_Moist","SndFMp","F","4.1","% wt","layer","mean","To Be Added","Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Pipet",
286,"aggregate analyte","Sand, Coarse PSDA, Moist, Pipet","sand_c_Moist","SndCMp","F","4.1","% wt","layer","mean","To Be Added","Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base., PSDA, Moist, Pipet",
1530,"aggregate analyte","Sand, Very Coarse, no pretreatment, Pipet","sand_vc_psa1","SndVCp1","F","4.1","% wt","layer","mean","To Be Added","Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base. Organic matter and soluble salts not removed.",
1529,"aggregate analyte","Sand, Medium, no pretreatment, Pipet","sand_m_psa1","SndM_p1","F","4.1","% wt","layer","mean","To Be Added","Medium sand is the soil separate with 0.25 to 0.50 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base. Organic matter and soluble salts not removed.",
1528,"aggregate analyte","Sand, Fine, no pretreatment, Pipet","sand_f_psa1","SndF_p1","F","4.1","% wt","layer","mean","To Be Added","Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent on a <2 mm base. Organic matter and soluble salts not removed.",
1527,"aggregate analyte","Sand, Coarse, no pretreatment, Pipet","sand_c_psa1","SndC_p1","F","4.1","% wt","layer","mean","To Be Added","Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base. Organic matter and soluble salts not removed.",
1526,"aggregate analyte","Clay, no pretreatment, Pipet","clay_tot_psa1","ClyT_p1","F","4.1","% wt","layer","mean","To Be Added","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction. Organic matter and soluble salts not removed.",
1525,"derived_analyte","Mineral Interpretation, GP prep, clay, Set 2","min_interp_c2","MIc_d-2_GP","C","10","(NA)","layer",,"to be added","Mineral interpretation from results on clay particle size fraction.","<0.002 mm"
1524,"derived_analyte","Mineral Interpretation, clay, Set 2","min_interp_c2","MIc_d-2_S","C","10","(NA)","layer",,"to be added","Mineral interpretation from results on clay particle size fraction.","<0.002 mm"
1523,"derived_analyte","Total Salt, Estimated, SI-Set 2, N Prep","te_salt_si2","EsSalt_d-2_N","F","4.1","% wt","layer",,"to be added","The total estimated salt content of a sample is calculated from the electrical conductivity. It is reported as gravimetric percent on a <2 mm base.","<2 mm"
1522,"derived_analyte","Total Salt, Estimated, SI-Set 2, S Prep","te_salt_si2","EsSalt_d-2_S","F","4.1","% wt","layer",,"to be added","The total estimated salt content of a sample is calculated from the electrical conductivity. It is reported as gravimetric percent on a <2 mm base.","<2 mm"
1521,"derived_analyte","Ratio, Sodium Absorption, SI-Set 2, N Prep","sar_si2","SAR_d-2_N","F","4.0","(NA)","layer",,"to be added","The sodium absorption ratio is calculated by NA_SATX/sqrt((CA_SATX+MG_SATX)/2). It is approximately equal to the exchangeable sodium percentage.","<2 mm"
1520,"derived_analyte","Ratio, Sodium Absorption, SI-Set 2, S Prep","sar_si2","SAR_d-2_S","F","4.0","(NA)","layer",,"to be added","The sodium absorption ratio is calculated by NA_SATX/sqrt((CA_SATX+MG_SATX)/2). It is approximately equal to the exchangeable sodium percentage.","<2 mm"
1519,"derived_analyte","Exchangeable Sodium Percentage, SI-Set 2, CEC-Set 5","na_exch_si1_icp2","ESPsat_d-18_S","F","3.0","%","layer",,"to be added","This is the exchangeable sodium percentage (ESP), reported on a <2 mm base. If salts are present, ESP has been corrected for the water soluble Na.","<2 mm"
1518,"derived_analyte","Exchangeable Sodium Percentage, SI-Set 2, CECd-Set 4","na_exch_sat1_cecd8","ESPsat_d-17_S","F","3.0","%","layer",,"to be added","This is the exchangeable sodium percentage (ESP), reported on a <2 mm base. If salts are present, ESP has been corrected for the water soluble Na.","<2 mm"
1517,"derived_analyte","Exchangeable Sodium Percentage, SI-Set 2, CECd-Set 3","na_exch_sat1_cecd7","ESPsat_d-16_S","F","3.0","%","layer",,"to be added","This is the exchangeable sodium percentage (ESP), reported on a <2 mm base. If salts are present, ESP has been corrected for the water soluble Na.","<2 mm"
1331,"aggregate analyte","Aluminum, Element Mehlich3 Extractable","al_el_meh3","AlMeh3","F","3.1","mg/kg","layer","mean","To Be Added","The aluminum extracted by the Mehlich III solution.",
1330,"derived_analyte","Ratio, Sodium Absorption, SI-Set 1, N Prep","sar_si1","SAR_d-1_N","F","4.0","(NA)","layer",,"to be added","The sodium absorption ratio is calculated by NA_SATX/sqrt((CA_SATX+MG_SATX)/2). It is approximately equal to the exchangeable sodium percentage.","<2 mm"
1329,"derived_analyte","Total Salt, Estimated, SI-Set 1, N Prep","te_salt_si1","EsSalt_d-1_N","F","4.1","% wt","layer",,"to be added","The total estimated salt content of a sample is calculated from the electrical conductivity. It is reported as gravimetric percent on a <2 mm base.","<2 mm"
1328,"derived_analyte","Aluminum Saturation, CECd-Set 19","al_sat_cecd19","AlSat_d-25_S","I","3.0","%","layer",,"(AL_KCL/(Sum of bases))*100","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<80 mesh"
1327,"derived_analyte","Aluminum Saturation, CECd-Set 18","al_sat_cecd18","AlSat_d-24_S","I","3.0","%","layer",,"(AL_KCL/(Sum of bases))*100","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<80 mesh"
1326,"derived_analyte","Aluminum Saturation, CECd-Set 17","al_sat_cecd17","AlSat_d-23_S","I","3.0","%","layer",,"(AL_KCL/(Sum of bases))*100","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<80 mesh"
1325,"derived_analyte","Aluminum Saturation, CECd-Set 16","al_sat_cecd16","AlSat_d-22_S","I","3.0","%","layer",,"(AL_KCL/(Sum of bases))*100","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<80 mesh"
1324,"derived_analyte","Aluminum Saturation, CECd-Set 15","al_sat_cecd15","AlSat_d-21_S-SK","I","3.0","%","layer",,"(AL_KCL/(Sum of bases))*100","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
1323,"derived_analyte","Aluminum Saturation, CECd-Set 14","al_sat_cecd14","AlSat_d-20_S-SK","I","3.0","%","layer",,"(AL_KCL/(Sum of bases))*100","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
1322,"derived_analyte","Aluminum Saturation, CECd-Set 13","al_sat_cecd13","AlSat_d-19_N","I","3.0","%","layer",,"(AL_KCL/(Sum of bases))*100","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
1321,"derived_analyte","Aluminum Saturation, CECd-Set 12","al_sat_cecd12","AlSat_d-18_N","I","3.0","%","layer",,"(AL_KCL/(Sum of bases))*100","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
1320,"derived_analyte","Aluminum Saturation, CECd-Set 11","al_sat_cecd11","AlSat_d-17_M","I","3.0","%","layer",,"(AL_KCL/(Sum of bases))*100","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
1319,"derived_analyte","Aluminum Saturation, CECd-Set 10","al_sat_cecd10","AlSat_d-16_M","I","3.0","%","layer",,"(AL_KCL/(Sum of bases))*100","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
1318,"derived_analyte","Aluminum Saturation, CECd-Set 9","al_sat_cecd9","AlSat_d-15_GP","I","3.0","%","layer",,"(AL_KCL/(Sum of bases))*100","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
1317,"derived_analyte","Aluminum Saturation, CECd-Set 8","al_sat_cecd8","AlSat_d-14_GP","I","3.0","%","layer",,"(AL_KCL/(Sum of bases))*100","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
424,"aggregate analyte","Maghemite, x-ray","min_MH_x-ray","MHxray","C","4","peak_size","layer","concat","to be added","to be added",
423,"aggregate analyte","Lepidocrocite, x-ray","min_LE_x-ray","LExray","C","4","peak_size","layer","concat","to be added","to be added",
422,"aggregate analyte","Labradorite, x-ray","min_FL_x-ray","FLxray","C","4","peak_size","layer","concat","to be added","to be added",
421,"aggregate analyte","Kaolinite, x-ray","min_KK_x-ray","KKxray","C","4","peak_size","layer","concat","to be added","to be added",
420,"aggregate analyte","Illite (Hydromuscovite), x-ray","min_IL_x-ray","ILxray","C","4","peak_size","layer","concat","to be added","to be added",
419,"aggregate analyte","Hydrobiotite, x-ray","min_HB_x-ray","HBxray","C","4","peak_size","layer","concat","to be added","to be added",
418,"aggregate analyte","Hornblende, x-ray","min_HN_x-ray","HNxray","C","4","peak_size","layer","concat","to be added","to be added",
417,"aggregate analyte","Hematite, x-ray","min_HE_x-ray","HExray","C","4","peak_size","layer","concat","to be added","to be added",
416,"aggregate analyte","Halloysite, x-ray","min_KH_x-ray","KHxray","C","4","peak_size","layer","concat","to be added","to be added",
415,"aggregate analyte","Gypsum, x-ray","min_GY_x-ray","GYxray","C","4","peak_size","layer","concat","to be added","to be added",
414,"aggregate analyte","Goethite, x-ray","min_GE_x-ray","GExray","C","4","peak_size","layer","concat","to be added","to be added",
413,"aggregate analyte","Glauconite, x-ray","min_GL_x-ray","GLxray","C","4","peak_size","layer","concat","to be added","to be added",
412,"aggregate analyte","Gibbsite, x-ray","min_GI_x-ray","GIxray","C","4","peak_size","layer","concat","to be added","to be added",
411,"aggregate analyte","Feldspar, x-ray","min_FD_x-ray","FDxray","C","4","peak_size","layer","concat","to be added","to be added",
410,"aggregate analyte","Enstatite, x-ray","min_EN_x-ray","ENxray","C","4","peak_size","layer","concat","to be added","to be added",
409,"aggregate analyte","Dolomite, x-ray","min_DL_x-ray","DLxray","C","4","peak_size","layer","concat","to be added","to be added",
353,"aggregate analyte","Magnesium, Saturation Extract","mg_satx","Mg_sx","F","5.1","mmol(+)/L","layer","mean","To Be Added","Magnesium in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract.",
352,"aggregate analyte","Fluoride, Saturation Extract","fl_satx","F_sx","F","5.1","mmol(-)/L","layer","mean","To Be Added","Fluoride in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract.",
